city,region,storage_time,time_since_cooking,storage_condition,container_type,food_type,moisture_type,cooking_method,texture,smell,freshness_level
Nagpur,Central,21.1,6.53,refrigerated,plastic,Bakery,dry,fried,moist,slight,Medium
Goa,West,2.7,0.12,refrigerated,metal,Seafood,dry,boiled,crispy,strong,Fresh
Surat,West,9.6,4.11,outside,plastic,Vegetarian,dry,steamed,crispy,sour,Spoiled
Imphal,NorthEast,14.4,0.06,refrigerated,open,Seafood,semi-wet,baked,soft,fermented,Medium
Delhi,North,7.5,0.82,outside,closed,Bakery,wet,steamed,firm,neutral,Medium
Chandigarh,North,0.0,2.98,refrigerated,metal,Non-Vegetarian,dry,steamed,crispy,fermented,Medium
Kolkata,East,9.3,10.88,refrigerated,closed,Dairy,dry,steamed,crispy,neutral,Medium
Ahmedabad,West,31.4,2.74,outside,closed,Non-Vegetarian,wet,steamed,soft,slight,Spoiled
Surat,West,0.0,1.37,refrigerated,open,Non-Vegetarian,wet,boiled,moist,neutral,Fresh
Guwahati,NorthEast,23.8,1.37,outside,plastic,Seafood,wet,boiled,crispy,strong,Spoiled
Imphal,NorthEast,0.0,3.03,refrigerated,closed,Vegetarian,semi-wet,boiled,moist,sour,Medium
Patna,East,17.3,1.88,refrigerated,metal,Seafood,semi-wet,fried,soggy,slight,Fresh
Imphal,NorthEast,5.2,0.5,outside,plastic,Bakery,dry,boiled,soggy,sour,Spoiled
Bengaluru,South,9.8,7.98,outside,closed,Bakery,semi-wet,boiled,dry,slight,Spoiled
Bhubaneswar,East,22.8,4.49,outside,plastic,Bakery,semi-wet,baked,crispy,slight,Spoiled
Lucknow,North,22.7,1.51,outside,plastic,Non-Vegetarian,semi-wet,steamed,soft,slight,Spoiled
Srinagar,North,8.2,0.78,refrigerated,metal,Vegetarian,semi-wet,baked,soft,neutral,Fresh
Shillong,NorthEast,29.3,1.07,outside,metal,Dairy,dry,boiled,soft,neutral,Spoiled
Pune,South,24.8,4.63,outside,closed,Seafood,wet,boiled,firm,sour,Spoiled
Shillong,NorthEast,29.2,3.42,refrigerated,plastic,Seafood,dry,baked,moist,sour,Spoiled
Goa,West,12.4,0.04,outside,closed,Dairy,semi-wet,baked,firm,neutral,Medium
Guwahati,NorthEast,18.5,3.01,outside,metal,Bakery,wet,steamed,moist,fermented,Spoiled
Shillong,NorthEast,11.5,4.01,refrigerated,open,Seafood,semi-wet,baked,soft,fermented,Spoiled
Surat,West,22.8,2.11,refrigerated,open,Seafood,semi-wet,fried,moist,neutral,Medium
Chandigarh,North,0.0,2.57,outside,plastic,Seafood,semi-wet,fried,crispy,strong,Spoiled
Patna,East,19.5,2.8,refrigerated,metal,Seafood,dry,baked,soft,neutral,Fresh
Surat,West,22.8,2.71,refrigerated,plastic,Dairy,wet,boiled,crispy,sour,Spoiled
Guwahati,East,0.0,1.5,refrigerated,plastic,Non-Vegetarian,wet,steamed,firm,slight,Fresh
Guwahati,NorthEast,22.0,2.87,refrigerated,closed,Seafood,dry,steamed,firm,sour,Medium
Goa,West,0.0,2.25,refrigerated,open,Non-Vegetarian,wet,baked,dry,slight,Fresh
Mumbai,West,9.3,2.6,outside,metal,Dairy,wet,fried,soggy,neutral,Spoiled
Delhi,North,2.1,3.12,outside,open,Non-Vegetarian,semi-wet,baked,soft,fermented,Spoiled
Raipur,Central,17.1,2.72,refrigerated,metal,Bakery,wet,baked,dry,slight,Medium
Imphal,NorthEast,11.7,4.1,outside,closed,Seafood,wet,baked,dry,sour,Spoiled
Guwahati,East,12.5,1.2,outside,metal,Dairy,semi-wet,steamed,soft,strong,Spoiled
Delhi,North,0.0,5.93,outside,metal,Vegetarian,semi-wet,fried,soft,strong,Medium
Srinagar,North,0.0,5.95,outside,metal,Vegetarian,dry,baked,moist,slight,Medium
Srinagar,North,6.9,0.46,outside,closed,Bakery,wet,fried,soggy,slight,Medium
Srinagar,North,2.3,4.68,outside,metal,Vegetarian,wet,fried,soft,strong,Spoiled
Guwahati,East,3.4,1.23,outside,open,Bakery,dry,baked,firm,fermented,Spoiled
Shillong,NorthEast,19.4,1.39,outside,plastic,Vegetarian,wet,fried,dry,fermented,Spoiled
Bhopal,Central,20.4,0.08,outside,metal,Dairy,semi-wet,boiled,soft,neutral,Medium
Chennai,South,5.4,5.04,outside,metal,Seafood,wet,fried,dry,slight,Medium
Raipur,Central,3.9,2.24,refrigerated,metal,Vegetarian,dry,fried,soft,slight,Fresh
Srinagar,North,0.0,4.05,outside,open,Seafood,semi-wet,steamed,dry,strong,Spoiled
Indore,Central,16.0,4.59,refrigerated,plastic,Bakery,dry,boiled,dry,neutral,Medium
Kochi,South,22.1,0.32,outside,closed,Dairy,wet,steamed,soft,fermented,Spoiled
Bhubaneswar,East,14.6,4.3,refrigerated,open,Bakery,wet,fried,firm,neutral,Medium
Lucknow,North,33.0,6.56,outside,closed,Vegetarian,semi-wet,boiled,firm,fermented,Spoiled
Bengaluru,South,18.5,3.77,refrigerated,closed,Non-Vegetarian,dry,steamed,crispy,slight,Fresh
Goa,West,17.4,4.04,refrigerated,closed,Seafood,semi-wet,boiled,soggy,slight,Fresh
Mumbai,West,6.4,5.24,outside,closed,Seafood,dry,baked,dry,slight,Medium
Raipur,Central,0.0,0.79,refrigerated,plastic,Dairy,wet,steamed,soft,sour,Medium
Guwahati,NorthEast,14.5,0.56,outside,open,Non-Vegetarian,semi-wet,steamed,firm,neutral,Spoiled
Delhi,North,29.1,2.79,outside,plastic,Seafood,semi-wet,steamed,soft,strong,Spoiled
Shillong,NorthEast,12.9,5.22,outside,metal,Bakery,dry,fried,dry,fermented,Spoiled
Pune,South,16.6,2.47,outside,metal,Non-Vegetarian,semi-wet,baked,moist,fermented,Spoiled
Madurai,South,22.6,4.76,refrigerated,metal,Dairy,dry,boiled,firm,slight,Fresh
Guwahati,East,11.5,0.48,refrigerated,open,Bakery,wet,baked,soft,sour,Medium
Imphal,NorthEast,10.5,2.7,refrigerated,closed,Dairy,wet,boiled,moist,fermented,Spoiled
Jaipur,North,9.8,3.8,refrigerated,plastic,Bakery,dry,boiled,crispy,sour,Spoiled
Guwahati,NorthEast,5.9,0.52,outside,open,Non-Vegetarian,wet,steamed,crispy,neutral,Spoiled
Kochi,South,12.2,1.83,outside,open,Bakery,dry,fried,dry,fermented,Spoiled
Jaipur,North,11.3,1.34,outside,metal,Dairy,wet,steamed,dry,neutral,Medium
Goa,West,21.1,7.27,refrigerated,open,Dairy,wet,boiled,soggy,sour,Spoiled
Shillong,NorthEast,3.6,1.8,outside,metal,Non-Vegetarian,wet,baked,soft,fermented,Spoiled
Guwahati,East,23.2,3.47,refrigerated,closed,Dairy,wet,fried,crispy,sour,Medium
Delhi,North,6.7,3.36,refrigerated,plastic,Non-Vegetarian,dry,fried,moist,slight,Fresh
Bhopal,Central,19.9,0.57,refrigerated,closed,Seafood,dry,steamed,dry,fermented,Medium
Jaipur,North,16.0,0.64,refrigerated,closed,Dairy,dry,steamed,soft,fermented,Medium
Delhi,North,20.9,2.28,refrigerated,open,Vegetarian,dry,boiled,firm,sour,Spoiled
Chandigarh,North,4.6,1.15,refrigerated,plastic,Vegetarian,dry,steamed,dry,strong,Fresh
Raipur,Central,6.6,2.36,outside,open,Dairy,semi-wet,fried,firm,neutral,Spoiled
Bhubaneswar,East,12.6,2.68,outside,open,Dairy,dry,steamed,moist,slight,Spoiled
Lucknow,North,12.7,8.16,outside,closed,Seafood,dry,boiled,moist,neutral,Spoiled
Guwahati,NorthEast,29.4,0.29,outside,closed,Non-Vegetarian,semi-wet,fried,crispy,neutral,Medium
Surat,West,1.0,4.94,outside,open,Bakery,dry,boiled,crispy,sour,Spoiled
Indore,Central,9.0,4.85,refrigerated,plastic,Dairy,dry,steamed,soggy,strong,Medium
Nagpur,Central,13.4,0.1,outside,plastic,Seafood,wet,steamed,moist,strong,Spoiled
Imphal,NorthEast,13.8,1.68,refrigerated,open,Non-Vegetarian,semi-wet,steamed,firm,neutral,Medium
Bhopal,Central,12.3,1.23,refrigerated,plastic,Seafood,semi-wet,baked,soft,fermented,Medium
Imphal,NorthEast,15.0,3.42,refrigerated,metal,Bakery,wet,baked,moist,strong,Spoiled
Patna,East,25.6,3.98,refrigerated,closed,Dairy,semi-wet,steamed,soft,neutral,Medium
Surat,West,9.3,2.65,outside,closed,Dairy,semi-wet,steamed,soft,fermented,Spoiled
Lucknow,North,17.3,2.53,outside,closed,Bakery,semi-wet,baked,soft,sour,Spoiled
Surat,West,6.4,0.88,refrigerated,metal,Vegetarian,wet,boiled,soft,fermented,Medium
Mumbai,West,6.7,2.61,outside,plastic,Non-Vegetarian,semi-wet,fried,soggy,neutral,Spoiled
Jaipur,North,24.7,0.23,refrigerated,closed,Vegetarian,semi-wet,baked,firm,strong,Fresh
Pune,South,1.7,5.3,outside,metal,Vegetarian,wet,fried,soggy,slight,Medium
Indore,Central,16.7,7.65,refrigerated,plastic,Dairy,wet,boiled,dry,neutral,Medium
Shillong,NorthEast,16.7,5.03,outside,metal,Seafood,semi-wet,baked,soggy,strong,Spoiled
Guwahati,East,2.0,5.96,refrigerated,metal,Vegetarian,wet,boiled,moist,strong,Medium
Kolkata,East,24.1,2.19,refrigerated,metal,Seafood,wet,boiled,soft,strong,Spoiled
Imphal,NorthEast,9.4,3.01,refrigerated,metal,Seafood,wet,fried,dry,neutral,Fresh
Pune,South,17.4,0.21,refrigerated,open,Vegetarian,dry,boiled,soggy,sour,Medium
Pune,South,0.0,2.84,refrigerated,metal,Bakery,wet,fried,firm,neutral,Fresh
Jaipur,North,0.0,2.75,refrigerated,metal,Seafood,semi-wet,fried,crispy,strong,Fresh
Pune,South,12.5,7.15,outside,metal,Seafood,semi-wet,baked,moist,strong,Spoiled
Raipur,Central,17.8,4.92,outside,open,Non-Vegetarian,dry,boiled,crispy,slight,Spoiled
Bhopal,Central,30.2,6.46,outside,plastic,Vegetarian,dry,fried,moist,slight,Spoiled
Bhubaneswar,East,10.6,0.8,refrigerated,plastic,Dairy,wet,fried,soft,strong,Medium
Chandigarh,North,0.0,3.74,refrigerated,open,Non-Vegetarian,dry,boiled,soggy,slight,Fresh
Indore,Central,8.1,3.3,refrigerated,metal,Bakery,dry,fried,firm,sour,Medium
Patna,East,0.0,0.5,outside,metal,Non-Vegetarian,dry,steamed,moist,strong,Medium
Surat,West,2.0,2.25,refrigerated,closed,Bakery,semi-wet,baked,dry,strong,Fresh
Kolkata,East,13.1,3.95,outside,plastic,Vegetarian,semi-wet,fried,crispy,fermented,Spoiled
Surat,West,32.0,0.2,refrigerated,metal,Bakery,wet,boiled,moist,fermented,Spoiled
Surat,West,18.2,2.81,outside,closed,Dairy,dry,baked,soft,fermented,Spoiled
Lucknow,North,26.4,0.7,refrigerated,open,Bakery,semi-wet,steamed,moist,slight,Medium
Guwahati,NorthEast,11.2,3.44,outside,closed,Vegetarian,semi-wet,steamed,soggy,strong,Spoiled
Imphal,NorthEast,14.1,4.1,refrigerated,open,Dairy,wet,baked,moist,slight,Spoiled
Bhopal,Central,7.3,1.44,refrigerated,open,Vegetarian,semi-wet,baked,firm,neutral,Fresh
Kolkata,East,0.0,2.6,outside,plastic,Dairy,semi-wet,fried,soft,slight,Medium
Bengaluru,South,10.7,2.63,outside,closed,Bakery,wet,fried,soft,sour,Spoiled
Nagpur,Central,22.7,0.17,refrigerated,metal,Vegetarian,semi-wet,fried,dry,slight,Fresh
Guwahati,East,6.4,1.82,refrigerated,plastic,Non-Vegetarian,wet,steamed,soft,sour,Medium
Delhi,North,12.1,0.18,outside,open,Vegetarian,wet,fried,moist,sour,Spoiled
Shillong,NorthEast,31.3,1.4,outside,closed,Bakery,semi-wet,fried,soft,strong,Spoiled
Srinagar,North,1.9,1.93,outside,plastic,Non-Vegetarian,wet,fried,soggy,fermented,Spoiled
Kochi,South,18.4,1.69,refrigerated,plastic,Seafood,semi-wet,fried,moist,neutral,Fresh
Surat,West,16.0,8.16,refrigerated,plastic,Dairy,semi-wet,steamed,moist,slight,Medium
Srinagar,North,0.0,2.09,outside,plastic,Bakery,semi-wet,boiled,firm,fermented,Spoiled
Srinagar,North,4.0,2.96,outside,closed,Bakery,dry,steamed,firm,slight,Medium
Ahmedabad,West,8.3,0.65,outside,plastic,Dairy,wet,fried,dry,slight,Spoiled
Delhi,North,11.4,1.89,outside,metal,Bakery,dry,baked,moist,neutral,Medium
Chandigarh,North,11.0,0.61,outside,open,Vegetarian,dry,baked,soft,fermented,Spoiled
Bhubaneswar,East,10.0,3.71,outside,open,Dairy,dry,steamed,crispy,fermented,Spoiled
Jaipur,North,1.8,4.95,outside,metal,Bakery,wet,fried,soft,neutral,Medium
Kolkata,East,8.5,2.98,outside,plastic,Seafood,dry,fried,soft,neutral,Spoiled
Kolkata,East,0.0,9.17,refrigerated,metal,Dairy,wet,boiled,soggy,sour,Spoiled
Ahmedabad,West,10.1,4.09,outside,metal,Dairy,semi-wet,steamed,dry,sour,Spoiled
Surat,West,12.9,2.57,refrigerated,plastic,Non-Vegetarian,wet,steamed,firm,fermented,Spoiled
Raipur,Central,9.7,2.51,refrigerated,metal,Bakery,semi-wet,fried,soggy,strong,Medium
Guwahati,NorthEast,11.7,3.41,refrigerated,closed,Dairy,semi-wet,fried,soft,fermented,Medium
Madurai,South,8.8,0.32,refrigerated,metal,Vegetarian,dry,steamed,moist,slight,Fresh
Surat,West,6.6,4.48,refrigerated,closed,Bakery,dry,baked,soggy,slight,Fresh
Guwahati,East,6.2,0.31,refrigerated,plastic,Vegetarian,semi-wet,baked,crispy,neutral,Fresh
Patna,East,1.8,1.89,outside,plastic,Non-Vegetarian,semi-wet,boiled,crispy,fermented,Spoiled
Srinagar,North,15.9,3.08,outside,closed,Bakery,wet,fried,crispy,strong,Spoiled
Indore,Central,2.5,4.79,refrigerated,plastic,Dairy,dry,baked,dry,strong,Medium
Guwahati,East,0.2,0.03,outside,metal,Vegetarian,dry,fried,dry,sour,Medium
Srinagar,North,2.2,0.88,outside,plastic,Seafood,semi-wet,boiled,crispy,strong,Spoiled
Jaipur,North,8.6,1.59,outside,plastic,Bakery,wet,boiled,crispy,strong,Spoiled
Mumbai,West,17.4,3.61,refrigerated,closed,Vegetarian,wet,fried,firm,sour,Medium
Surat,West,26.4,2.51,outside,plastic,Seafood,semi-wet,fried,dry,sour,Spoiled
Mumbai,West,16.6,1.99,outside,plastic,Seafood,wet,steamed,soggy,sour,Spoiled
Chennai,South,16.3,4.78,outside,closed,Dairy,dry,baked,moist,fermented,Spoiled
Pune,South,17.3,6.69,outside,metal,Dairy,semi-wet,fried,firm,strong,Spoiled
Patna,East,13.2,0.11,outside,metal,Seafood,wet,steamed,crispy,slight,Medium
Chandigarh,North,0.8,2.76,refrigerated,open,Non-Vegetarian,semi-wet,boiled,dry,fermented,Medium
Srinagar,North,26.0,2.69,outside,open,Dairy,wet,fried,dry,sour,Spoiled
Srinagar,North,17.7,3.88,outside,closed,Seafood,semi-wet,steamed,soft,strong,Spoiled
Patna,East,0.0,2.68,refrigerated,metal,Bakery,dry,boiled,moist,slight,Fresh
Guwahati,East,7.7,4.71,refrigerated,open,Dairy,wet,steamed,soft,sour,Spoiled
Imphal,NorthEast,0.0,3.34,outside,closed,Dairy,semi-wet,boiled,firm,slight,Medium
Surat,West,29.0,4.15,outside,plastic,Vegetarian,wet,baked,firm,fermented,Spoiled
Guwahati,NorthEast,27.7,0.25,refrigerated,metal,Bakery,semi-wet,boiled,firm,fermented,Medium
Hyderabad,South,8.0,3.41,refrigerated,closed,Non-Vegetarian,semi-wet,fried,dry,sour,Medium
Indore,Central,11.5,0.31,refrigerated,open,Vegetarian,wet,steamed,soggy,strong,Medium
Goa,West,13.2,1.1,refrigerated,plastic,Seafood,semi-wet,fried,soft,slight,Fresh
Delhi,North,14.1,5.17,refrigerated,metal,Seafood,dry,steamed,firm,neutral,Fresh
Guwahati,East,14.6,0.64,outside,open,Vegetarian,wet,fried,moist,strong,Spoiled
Nagpur,Central,14.9,1.62,refrigerated,closed,Dairy,dry,steamed,dry,sour,Medium
Bhopal,Central,0.0,3.35,refrigerated,metal,Bakery,dry,steamed,firm,sour,Medium
Imphal,NorthEast,19.1,4.85,outside,closed,Bakery,semi-wet,baked,soggy,strong,Spoiled
Pune,South,3.8,0.68,outside,closed,Bakery,semi-wet,baked,dry,fermented,Spoiled
Bhopal,Central,15.6,0.04,refrigerated,plastic,Dairy,wet,fried,dry,slight,Fresh
Ahmedabad,West,4.1,2.76,outside,open,Dairy,wet,baked,firm,strong,Spoiled
Kochi,South,5.2,4.58,refrigerated,open,Seafood,wet,boiled,soft,fermented,Spoiled
Guwahati,East,15.6,1.84,refrigerated,plastic,Vegetarian,wet,fried,soggy,strong,Medium
Ahmedabad,West,6.7,7.1,refrigerated,plastic,Seafood,wet,fried,soft,sour,Spoiled
Srinagar,North,18.2,2.71,refrigerated,metal,Dairy,wet,baked,soggy,slight,Medium
Bengaluru,South,1.9,3.66,refrigerated,plastic,Vegetarian,semi-wet,boiled,soggy,fermented,Medium
Surat,West,23.9,4.83,refrigerated,open,Non-Vegetarian,wet,baked,soft,neutral,Medium
Shillong,NorthEast,30.3,3.66,outside,closed,Dairy,semi-wet,steamed,crispy,neutral,Spoiled
Srinagar,North,12.9,5.01,outside,metal,Non-Vegetarian,semi-wet,steamed,firm,slight,Spoiled
Kolkata,East,19.1,1.44,refrigerated,open,Dairy,dry,steamed,dry,fermented,Medium
Bhopal,Central,6.0,0.87,refrigerated,plastic,Bakery,wet,fried,moist,neutral,Fresh
Lucknow,North,11.2,1.73,outside,closed,Seafood,wet,fried,soggy,strong,Spoiled
Guwahati,NorthEast,12.1,4.77,refrigerated,plastic,Dairy,wet,boiled,dry,neutral,Medium
Indore,Central,12.9,2.08,outside,metal,Seafood,dry,fried,firm,slight,Medium
Nagpur,Central,0.0,5.21,outside,plastic,Seafood,semi-wet,boiled,crispy,strong,Spoiled
Mumbai,West,0.0,3.0,outside,open,Non-Vegetarian,wet,boiled,soft,slight,Spoiled
Bhubaneswar,East,0.0,0.21,outside,open,Seafood,wet,fried,dry,neutral,Medium
Hyderabad,South,5.0,3.57,refrigerated,plastic,Dairy,dry,boiled,soggy,slight,Fresh
Jaipur,North,26.6,1.56,refrigerated,open,Dairy,semi-wet,boiled,soggy,sour,Spoiled
Goa,West,21.8,3.45,outside,metal,Vegetarian,wet,baked,soggy,fermented,Spoiled
Guwahati,East,17.7,0.68,outside,metal,Bakery,semi-wet,boiled,crispy,slight,Medium
Hyderabad,South,4.6,0.69,outside,plastic,Dairy,dry,baked,firm,fermented,Spoiled
Chandigarh,North,11.8,1.26,outside,plastic,Seafood,wet,fried,moist,neutral,Spoiled
Guwahati,NorthEast,1.2,5.05,refrigerated,plastic,Non-Vegetarian,wet,steamed,firm,slight,Medium
Bhubaneswar,East,2.8,1.29,refrigerated,open,Seafood,wet,steamed,moist,slight,Medium
Bhubaneswar,East,26.5,0.81,refrigerated,plastic,Dairy,semi-wet,baked,firm,fermented,Spoiled
Chandigarh,North,22.5,3.83,refrigerated,metal,Seafood,semi-wet,boiled,firm,strong,Medium
Kolkata,East,34.7,1.79,refrigerated,open,Non-Vegetarian,semi-wet,steamed,crispy,sour,Spoiled
Imphal,NorthEast,11.5,2.59,outside,closed,Dairy,dry,boiled,crispy,sour,Spoiled
Bhubaneswar,East,3.5,1.03,refrigerated,metal,Seafood,wet,fried,soft,sour,Medium
Ahmedabad,West,13.3,3.34,refrigerated,plastic,Non-Vegetarian,dry,baked,crispy,fermented,Spoiled
Bhubaneswar,East,17.1,0.3,refrigerated,plastic,Dairy,dry,steamed,soggy,strong,Medium
Raipur,Central,17.0,5.07,refrigerated,metal,Vegetarian,semi-wet,boiled,soggy,neutral,Fresh
Ahmedabad,West,5.4,0.01,refrigerated,plastic,Dairy,semi-wet,baked,crispy,strong,Fresh
Surat,West,16.6,4.89,refrigerated,closed,Dairy,semi-wet,steamed,dry,slight,Fresh
Guwahati,NorthEast,12.5,1.72,outside,open,Dairy,dry,steamed,soft,slight,Spoiled
Patna,East,23.7,4.51,refrigerated,metal,Bakery,wet,fried,moist,neutral,Medium
Imphal,NorthEast,0.0,2.09,outside,metal,Bakery,wet,steamed,moist,slight,Spoiled
Bhopal,Central,1.1,3.23,outside,open,Vegetarian,dry,fried,crispy,sour,Spoiled
Imphal,NorthEast,12.5,1.9,refrigerated,plastic,Non-Vegetarian,dry,fried,soft,fermented,Medium
Mumbai,West,27.1,2.95,outside,plastic,Non-Vegetarian,semi-wet,boiled,soggy,sour,Spoiled
Imphal,NorthEast,13.5,8.14,outside,open,Seafood,dry,fried,soggy,slight,Spoiled
Mumbai,West,27.4,2.39,refrigerated,plastic,Vegetarian,semi-wet,boiled,soft,strong,Spoiled
Raipur,Central,27.9,3.59,refrigerated,plastic,Non-Vegetarian,dry,fried,soft,sour,Spoiled
Nagpur,Central,21.4,0.98,refrigerated,open,Vegetarian,semi-wet,fried,crispy,strong,Medium
Kolkata,East,7.6,0.76,outside,closed,Bakery,dry,steamed,crispy,slight,Medium
Goa,West,3.9,0.83,outside,open,Seafood,wet,fried,dry,strong,Spoiled
Nagpur,Central,18.9,0.89,refrigerated,closed,Dairy,semi-wet,baked,firm,fermented,Medium
Shillong,NorthEast,20.7,2.44,refrigerated,plastic,Bakery,dry,boiled,soggy,strong,Medium
Lucknow,North,26.0,2.19,outside,closed,Bakery,semi-wet,steamed,crispy,neutral,Spoiled
Guwahati,NorthEast,11.5,0.66,refrigerated,plastic,Seafood,dry,fried,crispy,fermented,Medium
Guwahati,NorthEast,0.0,2.41,refrigerated,plastic,Vegetarian,semi-wet,boiled,soft,fermented,Medium
Mumbai,West,25.4,3.47,refrigerated,metal,Vegetarian,dry,baked,crispy,sour,Spoiled
Madurai,South,16.4,1.14,outside,metal,Seafood,wet,fried,moist,strong,Spoiled
Kolkata,East,13.9,0.88,outside,plastic,Non-Vegetarian,wet,steamed,crispy,slight,Spoiled
Guwahati,NorthEast,32.6,3.58,outside,metal,Dairy,semi-wet,fried,firm,strong,Spoiled
Patna,East,4.8,2.58,refrigerated,closed,Vegetarian,semi-wet,baked,moist,fermented,Medium
Shillong,NorthEast,26.9,3.66,outside,open,Dairy,semi-wet,fried,firm,strong,Spoiled
Goa,West,19.7,0.52,refrigerated,plastic,Seafood,semi-wet,boiled,soggy,slight,Medium
Guwahati,East,0.0,1.79,refrigerated,plastic,Dairy,wet,baked,dry,strong,Fresh
Surat,West,5.0,2.36,outside,plastic,Vegetarian,semi-wet,steamed,soft,slight,Spoiled
Imphal,NorthEast,4.3,5.23,outside,open,Bakery,dry,steamed,crispy,strong,Spoiled
Shillong,NorthEast,13.1,1.43,refrigerated,plastic,Dairy,dry,fried,dry,strong,Medium
Guwahati,NorthEast,5.4,0.22,refrigerated,closed,Seafood,wet,boiled,firm,slight,Fresh
Guwahati,NorthEast,24.3,1.04,refrigerated,plastic,Vegetarian,wet,baked,dry,neutral,Medium
Imphal,NorthEast,0.0,0.26,refrigerated,metal,Bakery,semi-wet,fried,dry,strong,Fresh
Madurai,South,15.9,6.1,refrigerated,open,Dairy,wet,baked,soggy,fermented,Spoiled
Kolkata,East,6.3,6.53,outside,plastic,Bakery,dry,fried,moist,neutral,Spoiled
Imphal,NorthEast,10.7,2.27,refrigerated,open,Vegetarian,dry,baked,crispy,slight,Medium
Ahmedabad,West,24.3,1.88,outside,plastic,Seafood,wet,baked,crispy,fermented,Spoiled
Indore,Central,4.9,1.79,outside,closed,Dairy,dry,fried,dry,slight,Medium
Ahmedabad,West,4.5,6.21,refrigerated,metal,Non-Vegetarian,wet,boiled,firm,strong,Medium
Ahmedabad,West,18.7,6.2,refrigerated,plastic,Seafood,semi-wet,boiled,firm,strong,Spoiled
Kochi,South,0.0,3.61,refrigerated,plastic,Non-Vegetarian,semi-wet,fried,dry,neutral,Fresh
Bhubaneswar,East,26.5,2.06,outside,open,Dairy,semi-wet,steamed,firm,slight,Spoiled
Imphal,NorthEast,18.0,2.43,refrigerated,metal,Non-Vegetarian,semi-wet,boiled,soft,strong,Medium
Jaipur,North,27.6,3.31,refrigerated,closed,Seafood,semi-wet,fried,dry,strong,Medium
Guwahati,NorthEast,20.6,2.58,outside,closed,Seafood,dry,fried,firm,neutral,Medium
Bhopal,Central,0.0,2.97,refrigerated,open,Non-Vegetarian,wet,baked,firm,strong,Medium
Surat,West,0.0,8.33,outside,closed,Dairy,wet,fried,firm,fermented,Spoiled
Indore,Central,15.3,1.83,outside,closed,Vegetarian,semi-wet,boiled,soft,strong,Spoiled
Bhopal,Central,2.0,4.54,outside,open,Seafood,semi-wet,steamed,soft,strong,Spoiled
Jaipur,North,6.9,4.17,outside,plastic,Bakery,semi-wet,baked,dry,neutral,Spoiled
Shillong,NorthEast,12.0,2.57,refrigerated,plastic,Dairy,dry,baked,firm,neutral,Medium
Chandigarh,North,13.3,0.75,refrigerated,open,Seafood,dry,baked,moist,slight,Fresh
Kochi,South,12.5,0.37,outside,closed,Non-Vegetarian,semi-wet,boiled,moist,strong,Medium
Goa,West,12.5,1.0,refrigerated,closed,Vegetarian,semi-wet,boiled,soft,slight,Fresh
Goa,West,10.4,0.13,outside,plastic,Non-Vegetarian,semi-wet,fried,firm,fermented,Spoiled
Bhubaneswar,East,10.3,3.36,outside,closed,Seafood,semi-wet,steamed,soft,fermented,Spoiled
Kolkata,East,15.2,2.25,refrigerated,closed,Non-Vegetarian,dry,baked,firm,sour,Medium
Lucknow,North,11.4,4.65,refrigerated,plastic,Non-Vegetarian,semi-wet,steamed,soggy,slight,Medium
Imphal,NorthEast,4.4,8.89,outside,closed,Non-Vegetarian,dry,boiled,soft,strong,Spoiled
Kochi,South,22.2,3.75,refrigerated,plastic,Seafood,semi-wet,fried,firm,slight,Medium
Bengaluru,South,31.5,1.51,refrigerated,metal,Vegetarian,dry,steamed,crispy,strong,Medium
Kochi,South,6.5,1.25,refrigerated,open,Bakery,wet,steamed,firm,fermented,Medium
Surat,West,5.1,0.6,outside,closed,Vegetarian,wet,boiled,crispy,slight,Medium
